word,exclusion_category
nother,PARSE_ERROR
nowa,PARSE_ERROR
noworking,PARSE_ERROR
nt,PARSE_ERROR
nudgehe,PARSE_ERROR
nuestio,PARSE_ERROR
nyuk,SOUND_EFFECT
o'gannigans,PARSE_ERROR
o'landed,PARSE_ERROR
ob,PARSE_ERROR
occeane,PARSE_ERROR
od,PARSE_ERROR
odles,PARSE_ERROR
ofatfi,PARSE_ERROR
ofenfitrceenched,PARSE_ERROR
offfive,PARSE_ERROR
offi,PARSE_ERROR
ofruruit,PARSE_ERROR
ohh,SOUND_EFFECT
ohhh,SOUND_EFFECT
ohio,PROPER_NOUN
oink,SOUND_EFFECT
oj,PROPER_NOUN
okayokay,PARSE_ERROR
ol,SLANG
oldyweds,PARSE_ERROR
olympics,PROPER_NOUN
om,SOUND_EFFECT
omebody,PARSE_ERROR
onlys,PARSE_ERROR
oof,SOUND_EFFECT
oogled,PARSE_ERROR
ooh,SOUND_EFFECT
ook,SOUND_EFFECT
ooohh,SOUND_EFFECT
ooohhh,SOUND_EFFECT
oooooooh,SOUND_EFFECT
oop,SOUND_EFFECT
ooyay,SOUND_EFFECT
op,PARSE_ERROR
oprah,PROPER_NOUN
org,PARSE_ERROR
orwe,PARSE_ERROR
osama,PROPER_NOUN
oscar,PROPER_NOUN
otros,FOREIGN
oughta,SLANG
oui,FOREIGN
outta,SLANG
overhis,PARSE_ERROR
oversunk,PARSE_ERROR
oww,SOUND_EFFECT
owww,SOUND_EFFECT
packster,PARSE_ERROR
palladone,PARSE_ERROR
palmer,PROPER_NOUN
palpabon,GIBBERISH
pam,CHARACTER_NAME
pamaroo,PARSE_ERROR
pamera,PARSE_ERROR
pammed,PARSE_ERROR
pape,PARSE_ERROR
papyr,PARSE_ERROR
parenthes,PARSE_ERROR
paris,PROPER_NOUN
parisian,PROPER_NOUN
parkin,PARSE_ERROR
parm,PARSE_ERROR
parof,PARSE_ERROR
partay,PARSE_ERROR
passanger,PARSE_ERROR
patheticville,SHOW_SPECIFIC
payin,PARSE_ERROR
pb,PARSE_ERROR
pbbbt,SOUND_EFFECT
pda,PARSE_ERROR
pededexterity,PARSE_ERROR
peein,PARSE_ERROR
pegasus,PROPER_NOUN
pele,PROPER_NOUN
pelvical,PARSE_ERROR
penn,PROPER_NOUN
pennsylvania,PROPER_NOUN
perfectenschlag,GIBBERISH
perkins,PROPER_NOUN
peruvian,PROPER_NOUN
pete,CHARACTER_NAME
petit,FOREIGN
pfft,SOUND_EFFECT
philip,PROPER_NOUN
phillies,PROPER_NOUN
phillip,PROPER_NOUN
philly,PROPER_NOUN
phish,BRAND
phooey,INTERJECTION
phyl,PARSE_ERROR
phyllis,CHARACTER_NAME
phyllises,PARSE_ERROR
phylly,PARSE_ERROR
pige,PARSE_ERROR
pilate,PROPER_NOUN
pilates,BRAND
pippen,PROPER_NOUN
placto,PARSE_ERROR
planta,PARSE_ERROR
playin,PARSE_ERROR
playstations,BRAND
plipping,PARSE_ERROR
plop,SOUND_EFFECT
ployees,PARSE_ERROR
pm,PARSE_ERROR
pms,PARSE_ERROR
po,PARSE_ERROR
pobody,GIBBERISH
pobrane,PARSE_ERROR
poe,PROPER_NOUN
poland,PROPER_NOUN
poochie,PARSE_ERROR
poof,SOUND_EFFECT
poolage,PARSE_ERROR
poopball,PARSE_ERROR
poopin,PARSE_ERROR
poppity,PARSE_ERROR
poprawki,GIBBERISH
por,PARSE_ERROR
porsche,BRAND
pow,SOUND_EFFECT
powerpoint,BRAND
powerpoints,BRAND
ppc,PARSE_ERROR
prac,PARSE_ERROR
prada,BRAND
pranken,PARSE_ERROR
pratt,PROPER_NOUN
precessor,PARSE_ERROR
pret,PARSE_ERROR
pretendonitis,SHOW_SPECIFIC
pretendy,PARSE_ERROR
prettyure,PARSE_ERROR
prinss,PARSE_ERROR
prius,BRAND
prob,PARSE_ERROR
probbies,PARSE_ERROR
problemas,PARSE_ERROR
problemo,PARSE_ERROR
progital,PARSE_ERROR
proj,PARSE_ERROR
promis,PARSE_ERROR
pronouncedcornell,PARSE_ERROR
propecia,BRAND
ps,PARSE_ERROR
psh,SOUND_EFFECT
psst,SOUND_EFFECT
pu,PARSE_ERROR
puddin,PARSE_ERROR
puerto,PROPER_NOUN
puertoriquena,PROPER_NOUN
purell,BRAND
qazer,PARSE_ERROR
qt,PARSE_ERROR
qu,PARSE_ERROR
quaker,BRAND
qual,PARSE_ERROR
quar,PARSE_ERROR
que,PARSE_ERROR
ques,PARSE_ERROR
quibbo,GIBBERISH
quiero,FOREIGN
quiznos,BRAND
r'us,BRAND
raaaaugh,SOUND_EFFECT
raceman,SLANG
rachel,CHARACTER_NAME
radisson,BRAND
rajani,CHARACTER_NAME
ramadan,PROPER_NOUN
raruba,GIBBERISH
rasins,PARSE_ERROR
ratatouille,PROPER_NOUN
rawr,INTERJECTION
raymond,CHARACTER_NAME
reall,PARSE_ERROR
realsies,SLANG
recyclops,SHOW_SPECIFIC
reginal,CHARACTER_NAME
reized,PARSE_ERROR
rember,PARSE_ERROR
rembered,PARSE_ERROR
repitition,PARSE_ERROR
replieds,PARSE_ERROR
repr,PARSE_ERROR
rept,PARSE_ERROR
responsibilies,PARSE_ERROR
responsibilitie,PARSE_ERROR
ressources,PARSE_ERROR
retreatfi,PARSE_ERROR
revoir,FOREIGN
rhode,PROPER_NOUN
rhodes,PROPER_NOUN
ri,GIBBERISH
rica,PROPER_NOUN
rican,PROPER_NOUN
richard,CHARACTER_NAME
richy,CHARACTER_NAME
ridilo,GIBBERISH
rightow,GIBBERISH
rightsy,SLANG
righty,SLANG
ringling,PROPER_NOUN
ritalin,BRAND
rito,GIBBERISH
rld,GIBBERISH
roastee,SLANG
robert,CHARACTER_NAME
robin,CHARACTER_NAME
rochester,PROPER_NOUN
rock'n,SLANG
rockefeller,PROPER_NOUN
rockies,PROPER_NOUN
rockin,SLANG
rolando,CHARACTER_NAME
rolf,CHARACTER_NAME
rollerblade,BRAND
rollin,SLANG
rolodex,BRAND
rolph,CHARACTER_NAME
roman,PROPER_NOUN
romanian,PROPER_NOUN
romantici,PARSE_ERROR
romeo,PROPER_NOUN
ronnie,CHARACTER_NAME
roo,SLANG
rootin'est,SLANG
rosa,CHARACTER_NAME
rosebud,SHOW_SPECIFIC
roxanne,CHARACTER_NAME
roy,CHARACTER_NAME
rraaaw,SOUND_EFFECT
rrargh,SOUND_EFFECT
rrrah,SOUND_EFFECT
rrrawr,SOUND_EFFECT
rrroar,SOUND_EFFECT
rsvp,SLANG
rudy,CHARACTER_NAME
ruh,INTERJECTION
runnin,SLANG
russell,CHARACTER_NAME
russia,PROPER_NOUN
russian,PROPER_NOUN
ry,GIBBERISH
ryan,CHARACTER_NAME
ryu,CHARACTER_NAME
s'il,FOREIGN
saidyesterday,PARSE_ERROR
saliendo,FOREIGN
sam,CHARACTER_NAME
sammies,SLANG
sandies,SLANG
santa,PROPER_NOUN
sas,GIBBERISH
sasha,CHARACTER_NAME
saticoy,PROPER_NOUN
sayce,CHARACTER_NAME
sayin,SLANG
scap,GIBBERISH
scarface,PROPER_NOUN
scarn,SHOW_SPECIFIC
sccript,PARSE_ERROR
scer,GIBBERISH
schnauzerhosen,PARSE_ERROR
schofield,PROPER_NOUN
schrooberry,SHOW_SPECIFIC
schrute,SHOW_SPECIFIC
schruted,SHOW_SPECIFIC
schrutes,SHOW_SPECIFIC
scoince,GIBBERISH
scorpio,PROPER_NOUN
scott,CHARACTER_NAME
scr,GIBBERISH
scrabble,BRAND
scranton,PROPER_NOUN
scrantonicity,SHOW_SPECIFIC
scrote,SLANG
scruggs,CHARACTER_NAME
se,GIBBERISH
seabiscuit,PROPER_NOUN
sean,CHARACTER_NAME
seaoy,GIBBERISH
seaworld,BRAND
sebring,PROPER_NOUN
sede,PARSE_ERROR
see'em,SLANG
seemsmpossible,PARSE_ERROR
seleeves,PARSE_ERROR
semiinal,FOREIGN
sempai,FOREIGN
senor,FOREIGN
sensei,FOREIGN
sesh,SLANG
seth,CHARACTER_NAME
severly,PARSE_ERROR
shabooya,SHOW_SPECIFIC
shagadelic,SLANG
shakin,SLANG
shalom,FOREIGN
shane,CHARACTER_NAME
shanny,GIBBERISH
sharpie,BRAND
shebakia,GIBBERISH
sheldon,CHARACTER_NAME
shenandoah,PROPER_NOUN
shenanigan,SLANG
sherlock,PROPER_NOUN
sherpa,PROPER_NOUN
shh,INTERJECTION
shiatsu,FOREIGN
shit,INTERJECTION
shitload,INTERJECTION
shizz,SLANG
shizzle,SLANG
shnoot,SLANG
shoo,INTERJECTION
shooey,SLANG
shopgirl,SLANG
shoppin,SLANG
shor,PARSE_ERROR
shoulnd't,PARSE_ERROR
shrek,PROPER_NOUN
shrute,SHOW_SPECIFIC
shtick,FOREIGN
shu,PARSE_ERROR
shyamalan,PROPER_NOUN
si,FOREIGN
siberia,PROPER_NOUN
silby,GIBBERISH
simon,CHARACTER_NAME
simpson,PROPER_NOUN
sitch,SLANG
sive,PARSE_ERROR
sketchin,SLANG
skippedthe,PARSE_ERROR
skippy,BRAND
slacklining,SLANG
slakin,SLANG
slammin,SLANG
slimey,SLANG
slomo,SLANG
slumdunder,SHOW_SPECIFIC
slut,INTERJECTION
slutty,INTERJECTION
smaht,SLANG
smalltalk,SLANG
smarty,SLANG
smasher,SLANG
smidge,SLANG
smiley,SLANG
smilin,SLANG
smirk,INTERJECTION
smurf,PROPER_NOUN
smurfs,PROPER_NOUN
snacky,SLANG
snark,SLANG
snd,PARSE_ERROR
snobby,SLANG
softiosis,GIBBERISH
soitenly,GIBBERISH
solartech,BRAND
solvedall,GIBBERISH
som,PARSE_ERROR
somethin,PARSE_ERROR
sondheim,PROPER_NOUN
sophie,CHARACTER_NAME
sor,PARSE_ERROR
sorrys,PARSE_ERROR
soundalikes,GIBBERISH
soundscapes,GIBBERISH
spaghettini,FOREIGN
spamster,SLANG
spazz,SLANG
spazzy,SLANG
spf,PARSE_ERROR
spillin,PARSE_ERROR
spinstas,GIBBERISH
splenda,BRAND
splendas,BRAND
spokesbabe,SLANG
springsteen,PROPER_NOUN
squarepants,SHOW_SPECIFIC
ss,PARSE_ERROR
ssshut,PARSE_ERROR
st,PARSE_ERROR
stacy,CHARACTER_NAME
stamford,SHOW_SPECIFIC
standin,PARSE_ERROR
stanley,CHARACTER_NAME
stanly,CHARACTER_NAME
starbucks,BRAND
starcraft,BRAND
staycare,SHOW_SPECIFIC
std,PARSE_ERROR
steakhousegift,GIBBERISH
steamtown,SHOW_SPECIFIC
stephanie,CHARACTER_NAME
steve,CHARACTER_NAME
stevie,CHARACTER_NAME
sticious,SHOW_SPECIFIC
stinkin,PARSE_ERROR
stor,PARSE_ERROR
stornefixtce,PARSE_ERROR
stree,PARSE_ERROR
struwwelpeter,FOREIGN
stuf,PARSE_ERROR
stumpany,SHOW_SPECIFIC
stupidag,GIBBERISH
styrofoam,BRAND
suahmanyan,PROPER_NOUN
successories,SHOW_SPECIFIC
sucka,SLANG
sucky,SLANG
suffle,PARSE_ERROR
summerwind,SHOW_SPECIFIC
supermom,SLANG
supersticious,PARSE_ERROR
superstores,SLANG
survivorman,PROPER_NOUN
suspiria,PROPER_NOUN
sw,PARSE_ERROR
sweb,PARSE_ERROR
swedish,PROPER_NOUN
sweeney,PROPER_NOUN
swsu,PARSE_ERROR
swsub,PARSE_ERROR
sxminu,PARSE_ERROR
sy,PARSE_ERROR
sylvania,PROPER_NOUN
syn,PARSE_ERROR
synch,SLANG
synchr,PARSE_ERROR
synchro,SLANG
synchronisation,SLANG
syncro,SLANG
syphilis,INTERJECTION
syrian,PROPER_NOUN
ta,PARSE_ERROR
tabbouleh,FOREIGN
tablab,GIBBERISH
talbot,CHARACTER_NAME
taliban,PROPER_NOUN
talkin,SLANG
tallahassee,PROPER_NOUN
tallyho,INTERJECTION
tandoori,FOREIGN
tapa,FOREIGN
tatoo,PARSE_ERROR
tattle,INTERJECTION
tchotchke,FOREIGN
te,PARSE_ERROR
teachable,SLANG
teamsmenship,PARSE_ERROR
techsignobable,SHOW_SPECIFIC
techstar,SHOW_SPECIFIC
teddy,CHARACTER_NAME
teensy,SLANG
teeny,SLANG
tentist,PARSE_ERROR
teofr,PARSE_ERROR
ter,PARSE_ERROR
teriyaki,FOREIGN
texaspoontappa,SHOW_SPECIFIC
tfind,PARSE_ERROR
th,PARSE_ERROR
tha,PARSE_ERROR
thai,PROPER_NOUN
thailand,PROPER_NOUN
thase,PARSE_ERROR
that'legit,PARSE_ERROR
thats,PARSE_ERROR
thatwasfunny,PARSE_ERROR
thead,PARSE_ERROR
theichael,PARSE_ERROR
theiichael,PARSE_ERROR
thet,PARSE_ERROR
thhaceppiness,PARSE_ERROR
thhair,PARSE_ERROR
thi,PARSE_ERROR
thier,PARSE_ERROR
thingamajig,SLANG
thini,PARSE_ERROR
thinkin,SLANG
thisort,PARSE_ERROR
thjue,PARSE_ERROR
thk,PARSE_ERROR
tho,PARSE_ERROR
thornwood,PROPER_NOUN
throop,PARSE_ERROR
thunderdome,SHOW_SPECIFIC
thunderslam,SHOW_SPECIFIC
ti,PARSE_ERROR
tiffany,BRAND
tim,CHARACTER_NAME
timesed,GIBBERISH
tivo,BRAND
tivoed,BRAND
tk,PARSE_ERROR
tmi,INTERJECTION
tnt,BRAND
tock,SOUND_EFFECT
tod,PARSE_ERROR
todd,CHARACTER_NAME
tomrow,PARSE_ERROR
toonces,CHARACTER_NAME
toot,SOUND_EFFECT
tov,FOREIGN
toyou,GIBBERISH
tr,PARSE_ERROR
tra,PARSE_ERROR
trackin,GIBBERISH
traing,GIBBERISH
tran,PARSE_ERROR
tranny,SLANG
transc,PARSE_ERROR
transcr,PARSE_ERROR
transcri,PARSE_ERROR
transcrip,PARSE_ERROR
transgendered,SHOW_SPECIFIC
transvestite,SHOW_SPECIFIC
tre,PARSE_ERROR
tread,PARSE_ERROR
treble,PARSE_ERROR
trebler,PARSE_ERROR
tres,FOREIGN
trevor,CHARACTER_NAME
trey,SLANG
trid,PARSE_ERROR
trieto,GIBBERISH
tripack,BRAND
trois,FOREIGN
trolley,SHOW_SPECIFIC
trouser,PARSE_ERROR
troy,CHARACTER_NAME
tse,PARSE_ERROR
tsunami,PARSE_ERROR
ttle,PARSE_ERROR
tuesday,PARSE_ERROR
tuff,SLANG
tumblr,BRAND
turd,SLANG
tuscan,PARSE_ERROR
tushie,SLANG
tux,PARSE_ERROR
tv,BRAND
twa,PARSE_ERROR
tweaky,GIBBERISH
tweb,PARSE_ERROR
tweeter,PARSE_ERROR
twen,PARSE_ERROR
twerp,SLANG
twos,PARSE_ERROR
typewriter,PARSE_ERROR
ud,PARSE_ERROR
udder,PARSE_ERROR
ueers,PARSE_ERROR
uet,PARSE_ERROR
uggos,SLANG
ugh,INTERJECTION
uh,INTERJECTION
uhh,INTERJECTION
ul,PARSE_ERROR
umlaut,PARSE_ERROR
umm,INTERJECTION
un,PARSE_ERROR
unfortune,GIBBERISH
unframe,GIBBERISH
unfunny,SHOW_SPECIFIC
unh,INTERJECTION
unionize,PARSE_ERROR
unnnnnngh,GIBBERISH
unw,PARSE_ERROR
updat,PARSE_ERROR
updog,SHOW_SPECIFIC
uphere,PARSE_ERROR
uploador,PARSE_ERROR
ur,SLANG
uran,PARSE_ERROR
uslurped,PARSE_ERROR
usuba,PARSE_ERROR
uta,CHARACTER_NAME
utante,PARSE_ERROR
utica,PROPER_NOUN
vamanos,FOREIGN
vamos,FOREIGN
vance,CHARACTER_NAME
vanessa,CHARACTER_NAME
vato,SLANG
vegeterian,PARSE_ERROR
venturatalking,GIBBERISH
veo,PARSE_ERROR
veral,PARSE_ERROR
vic,CHARACTER_NAME
vienna,PROPER_NOUN
viennese,PROPER_NOUN
vietnam,PROPER_NOUN
vikram,CHARACTER_NAME
virginia,PROPER_NOUN
visto,FOREIGN
voldemort,PROPER_NOUN
vomity,SLANG
vp,PARSE_ERROR
vuelven,FOREIGN
waahhh,SOUND_EFFECT
wah,SOUND_EFFECT
wallace,CHARACTER_NAME
walter,CHARACTER_NAME
wasabi,FOREIGN
waselicio,GIBBERISH
wassuuuuup,SOUND_EFFECT
wawith,GIBBERISH
wayans,PROPER_NOUN
weece,GIBBERISH
weems,CHARACTER_NAME
wewillbe,GIBBERISH
wh,PARSE_ERROR
wha,SOUND_EFFECT
whal,PARSE_ERROR
what'soing,PARSE_ERROR
whatbwingsus,GIBBERISH
whatcha,SLANG
whatevs,SLANG
whing,PARSE_ERROR
whities,PARSE_ERROR
whkept,PARSE_ERROR
wiedersehen,FOREIGN
wikipedia,BRAND
wikka,PARSE_ERROR
williams,CHARACTER_NAME
willkommen,FOREIGN
wilma,CHARACTER_NAME
wizja,PARSE_ERROR
wk,PARSE_ERROR
wn,PARSE_ERROR
wng,PARSE_ERROR
wookies,SHOW_SPECIFIC
workin,PARSE_ERROR
worthl,PARSE_ERROR
wouldome,PARSE_ERROR
wt,PARSE_ERROR
wuphf,SHOW_SPECIFIC
wuphfing,SHOW_SPECIFIC
www,PARSE_ERROR
xbox,BRAND
xearth,PARSE_ERROR
xl,PARSE_ERROR
xm,PARSE_ERROR
xterra,BRAND
xxx,PARSE_ERROR
y'ello,PARSE_ERROR
yahtzee,BRAND
yakuza,FOREIGN
yappin,PARSE_ERROR
yarmouth,PROPER_NOUN
ydy,PARSE_ERROR
yeayah,PARSE_ERROR
yecch,SOUND_EFFECT
yellin,PARSE_ERROR
yeppers,SHOW_SPECIFIC
yesh,PARSE_ERROR
yikers,PARSE_ERROR
yocan,PARSE_ERROR
yocould,PARSE_ERROR
yolo,SLANG
yomoy,PARSE_ERROR
yonkers,PROPER_NOUN
yort,PARSE_ERROR
yoruba,PROPER_NOUN
you'ld,PARSE_ERROR
youet,PARSE_ERROR
young'uns,PARSE_ERROR
youngstown,PROPER_NOUN
yourondominium,SHOW_SPECIFIC
yous,SLANG
youthanize,SHOW_SPECIFIC
youtube,BRAND
youvoice,PARSE_ERROR
yr,PARSE_ERROR
ytet,PARSE_ERROR
zales,BRAND
zapf,PARSE_ERROR
zeppelin,PROPER_NOUN
ziek,PARSE_ERROR
zoppity,SHOW_SPECIFIC
zozee,PARSE_ERROR
zuckerberged,PARSE_ERROR
